KEGG_ID	CoA_names	carnitine_names
C00010	CoA; Coenzyme A; CoA-SH	carnitine; carnitine; carnitine-SH
C00024	Acetyl-CoA; Acetyl coenzyme A; Acetoyl-CoA; Acetyl coenzyme A	Acetyl-carnitine; Acetyl carnitine; Acetoyl-carnitine; Acetyl carnitine
C00040	Acyl-CoA; Acyl coenzyme A; Acoyl-CoA; Acyl coenzyme A	Acyl-carnitine; Acyl carnitine; Acoyl-carnitine; Acyl carnitine
C00083	Malonyl-CoA; Malonyl coenzyme A; Malonoyl-CoA; Malonyl coenzyme A	Malonyl-carnitine; Malonyl carnitine; Malonoyl-carnitine; Malonyl carnitine
C00091	Succinyl-CoA; Succinyl coenzyme A; Succinoyl-CoA; Succinyl coenzyme A	Succinyl-carnitine; Succinyl carnitine; Succinoyl-carnitine; Succinyl carnitine
C00100	Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A	Propanoyl-carnitine; Propionyl-carnitine; Propionyl carnitine
C00136	Butanoyl-CoA; Butyryl-CoA	Butanoyl-carnitine; Butyryl-carnitine
C00154	Palmitoyl-CoA; Hexadecanoyl-CoA; Palmityl-CoA; Hexadecanyl-CoA	Palmitoyl-carnitine; Hexadecanoyl-carnitine; Palmityl-carnitine; Hexadecanyl-carnitine
C00223	p-Coumaroyl-CoA; 4-Coumaroyl-CoA; 4-Hydroxycinnamoyl-CoA; trans-4-Coumaroyl-CoA; (E)-4-Coumaroyl-CoA; p-Coumaryl-CoA; 4-Coumaryl-CoA; 4-Hydroxycinnamyl-CoA; trans-4-Coumaryl-CoA; (E)-4-Coumaryl-CoA	p-Coumaroyl-carnitine; 4-Coumaroyl-carnitine; 4-Hydroxycinnamoyl-carnitine; trans-4-Coumaroyl-carnitine; (E)-4-Coumaroyl-carnitine; p-Coumaryl-carnitine; 4-Coumaryl-carnitine; 4-Hydroxycinnamyl-carnitine; trans-4-Coumaryl-carnitine; (E)-4-Coumaryl-carnitine
C00264	3-Oxoacyl-CoA; 3-Oxoacoyl-CoA	3-Oxoacyl-carnitine; 3-Oxoacoyl-carnitine
C00313	Oxalyl-CoA; Oxaloyl-CoA	Oxalyl-carnitine; Oxaloyl-carnitine
C00323	Caffeoyl-CoA; (2E)-3-(3,4-Dihydroxyphenyl)prop-2-enoyl-CoA; Caffeyl-CoA; (2E)-3-(3,4-Dihydroxyphenyl)prop-2-enyl-CoA	Caffeoyl-carnitine; (2E)-3-(3,4-Dihydroxyphenyl)prop-2-enoyl-carnitine; Caffeyl-carnitine; (2E)-3-(3,4-Dihydroxyphenyl)prop-2-enyl-carnitine
C00332	Acetoacetyl-CoA; Acetoacetyl coenzyme A; 3-Acetoacetyl-CoA; Acetoacetoyl-CoA; Acetoacetyl coenzyme A; 3-Acetoacetoyl-CoA	Acetoacetyl-carnitine; Acetoacetyl carnitine; 3-Acetoacetyl-carnitine; Acetoacetoyl-carnitine; Acetoacetyl carnitine; 3-Acetoacetoyl-carnitine
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA; Hydroxymethylglutaryl-CoA; Hydroxymethylglutaroyl coenzyme A; HMG-CoA; 3-Hydroxy-3-methylglutaryl-CoA; (S)-3-Hydroxy-3-methylglutaroyl-CoA; Hydroxymethylglutaroyl-CoA; Hydroxymethylglutaroyl coenzyme A; HMG-CoA; 3-Hydroxy-3-methylglutaroyl-CoA	(S)-3-Hydroxy-3-methylglutaryl-carnitine; Hydroxymethylglutaryl-carnitine; Hydroxymethylglutaroyl carnitine; HMG-carnitine; 3-Hydroxy-3-methylglutaryl-carnitine; (S)-3-Hydroxy-3-methylglutaroyl-carnitine; Hydroxymethylglutaroyl-carnitine; Hydroxymethylglutaroyl carnitine; HMG-carnitine; 3-Hydroxy-3-methylglutaroyl-carnitine
C00406	Feruloyl-CoA; trans-Feruloyl-CoA; 4-Hydroxy-3-methoxycinnamoyl-CoA; (E)-3-(4-Hydroxy-3-methoxyphenyl)propenoyl-CoA; Ferulyl-CoA; trans-Ferulyl-CoA; 4-Hydroxy-3-methoxycinnamyl-CoA; (E)-3-(4-Hydroxy-3-methoxyphenyl)propenyl-CoA	Feruloyl-carnitine; trans-Feruloyl-carnitine; 4-Hydroxy-3-methoxycinnamoyl-carnitine; (E)-3-(4-Hydroxy-3-methoxyphenyl)propenoyl-carnitine; Ferulyl-carnitine; trans-Ferulyl-carnitine; 4-Hydroxy-3-methoxycinnamyl-carnitine; (E)-3-(4-Hydroxy-3-methoxyphenyl)propenyl-carnitine
C00411	Sinapoyl-CoA; Sinapyl-CoA	Sinapoyl-carnitine; Sinapyl-carnitine
C00412	Stearoyl-CoA; Stearyl-CoA; Stearyl coenzyme A; Octadecanoyl-CoA	Stearoyl-carnitine; Stearyl-carnitine; Stearyl carnitine; Octadecanoyl-carnitine
C00510	Oleoyl-CoA; (9Z)-Octadecenoyl-CoA; Oleyl-CoA; (9Z)-Octadecenyl-CoA	Oleoyl-carnitine; (9Z)-Octadecenoyl-carnitine; Oleyl-carnitine; (9Z)-Octadecenyl-carnitine
C00512	Benzoyl-CoA; S-Benzoyl-coenzyme A; Benzyl-CoA; S-Benzoyl-coenzyme A	Benzoyl-carnitine; S-Benzoyl-carnitine; Benzyl-carnitine; S-Benzoyl-carnitine
C00527	Glutaryl-CoA; Glutaroyl-CoA	Glutaryl-carnitine; Glutaroyl-carnitine
C00531	Itaconyl-CoA; Itaconoyl-CoA	Itaconyl-carnitine; Itaconoyl-carnitine
C00540	Cinnamoyl-CoA; S-(Cinnamoyl) coenzyme A; Cinnamyl-CoA; S-(Cinnamoyl) coenzyme A	Cinnamoyl-carnitine; S-(Cinnamoyl) carnitine; Cinnamyl-carnitine; S-(Cinnamoyl) carnitine
C00566	(3S)-Citryl-CoA; (3S)-Citroyl-CoA	(3S)-Citryl-carnitine; (3S)-Citroyl-carnitine
C00582	Phenylacetyl-CoA; Phenylacetyl coenzyme A; Phenylacetoyl-CoA; Phenylacetyl coenzyme A	Phenylacetyl-carnitine; Phenylacetyl carnitine; Phenylacetoyl-carnitine; Phenylacetyl carnitine
C00605	2,3-Dehydroacyl-CoA; Dehydroacyl-CoA; 2,3-Dehydroacoyl-CoA; Dehydroacoyl-CoA	2,3-Dehydroacyl-carnitine; Dehydroacyl-carnitine; 2,3-Dehydroacoyl-carnitine; Dehydroacoyl-carnitine
C00630	2-Methylpropanoyl-CoA; 2-Methylpropionyl-CoA; Isobutyryl-CoA	2-Methylpropanoyl-carnitine; 2-Methylpropionyl-carnitine; Isobutyryl-carnitine
C00640	(3S)-3-Hydroxyacyl-CoA; (S)-3-Hydroxyacyl-CoA; (3S)-3-Hydroxyacoyl-CoA; (S)-3-Hydroxyacoyl-CoA	(3S)-3-Hydroxyacyl-carnitine; (S)-3-Hydroxyacyl-carnitine; (3S)-3-Hydroxyacoyl-carnitine; (S)-3-Hydroxyacoyl-carnitine
C00658	trans-2,3-Dehydroacyl-CoA; trans-2-Enoyl-CoA; trans-2,3-Didehydroacyl-CoA; trans-Didehydroacyl-CoA; (2E)-2-Enoyl-CoA	trans-2,3-Dehydroacyl-carnitine; trans-2-Enoyl-carnitine; trans-2,3-Didehydroacyl-carnitine; trans-Didehydroacyl-carnitine; (2E)-2-Enoyl-carnitine
C00683	(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA; (S)-Methylmalonoyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonoyl-CoA; D-Methylmalonoyl-CoA	(S)-Methylmalonyl-carnitine; (S)-Methylmalonyl-carnitine; (2S)-Methylmalonyl-carnitine; D-Methylmalonyl-carnitine; (S)-Methylmalonoyl-carnitine; (S)-Methylmalonyl-carnitine; (2S)-Methylmalonoyl-carnitine; D-Methylmalonoyl-carnitine
C00798	Formyl-CoA; Formoyl-CoA	Formyl-carnitine; Formoyl-carnitine
C00827	Lactoyl-CoA; Lactyl-CoA	Lactoyl-carnitine; Lactyl-carnitine
C00845	2-Furoyl-CoA; 2-Furyl-CoA	2-Furoyl-carnitine; 2-Furyl-carnitine
C00877	Crotonoyl-CoA; Crotonyl-CoA; 2-Butenoyl-CoA; trans-But-2-enoyl-CoA; But-2-enoyl-CoA; (E)-But-2-enoyl-CoA; (2E)-But-2-enoyl-CoA	Crotonoyl-carnitine; Crotonyl-carnitine; 2-Butenoyl-carnitine; trans-But-2-enoyl-carnitine; But-2-enoyl-carnitine; (E)-But-2-enoyl-carnitine; (2E)-But-2-enoyl-carnitine
C00882	Dephospho-CoA; Dephosphocoenzyme A; 3'-Dephospho-CoA	Dephospho-carnitine; Dephosphocarnitine; 3'-Dephospho-carnitine
C00888	Pentanoyl-CoA; Valeryl-coenzyme A; Pentanyl-CoA; Valeryl-coenzyme A	Pentanoyl-carnitine; Valeryl-carnitine; Pentanyl-carnitine; Valeryl-carnitine
C00894	Propenoyl-CoA; Acryloyl-CoA; Acrylyl-CoA	Propenoyl-carnitine; Acryloyl-carnitine; Acrylyl-carnitine
C00904	Citramalyl-CoA; Citramaloyl-CoA	Citramalyl-carnitine; Citramaloyl-carnitine
C00920	CoA-glutathione; Coenzyme A-glutathione mixed disulfide	carnitine-glutathione; carnitine-glutathione mixed disulfide
C01011	(3S)-Citramalyl-CoA; L-Citramalyl-CoA; (S)-Citramalyl-CoA; (3S)-3-Carboxy-3-hydroxybutanoyl-CoA	(3S)-Citramalyl-carnitine; L-Citramalyl-carnitine; (S)-Citramalyl-carnitine; (3S)-3-Carboxy-3-hydroxybutanoyl-carnitine
C01033	2-Methylbutanoyl-CoA; 2-Methylbutyryl-CoA	2-Methylbutanoyl-carnitine; 2-Methylbutyryl-carnitine
C01063	Pimeloyl-CoA; 6-Carboxyhexanoyl-CoA; Pimelyl-CoA; 6-Carboxyhexanyl-CoA	Pimeloyl-carnitine; 6-Carboxyhexanoyl-carnitine; Pimelyl-carnitine; 6-Carboxyhexanyl-carnitine
C01086	(3R)-3-Hydroxyacyl-CoA; (R)-3-Hydroxyacyl-CoA; (3R)-3-Hydroxyacoyl-CoA; (R)-3-Hydroxyacoyl-CoA	(3R)-3-Hydroxyacyl-carnitine; (R)-3-Hydroxyacyl-carnitine; (3R)-3-Hydroxyacoyl-carnitine; (R)-3-Hydroxyacoyl-carnitine
C01122	cis-2,3-Dehydroacyl-CoA; cis-2,3-Dehydroacoyl-CoA	cis-2,3-Dehydroacyl-carnitine; cis-2,3-Dehydroacoyl-carnitine
C01139	[Acetyl-CoA carboxylase]; [Acetoyl-CoA carboxylase]	[Acetyl-carnitine carboxylase]; [Acetoyl-carnitine carboxylase]
C01144	(S)-3-Hydroxybutanoyl-CoA; (S)-3-Hydroxybutyryl-CoA	(S)-3-Hydroxybutanoyl-carnitine; (S)-3-Hydroxybutyryl-carnitine
C01213	(R)-Methylmalonyl-CoA; L-Methylmalonyl-CoA; (R)-Methylmalonoyl-CoA; L-Methylmalonoyl-CoA	(R)-Methylmalonyl-carnitine; L-Methylmalonyl-carnitine; (R)-Methylmalonoyl-carnitine; L-Methylmalonoyl-carnitine
C01247	[Acetyl-CoA carboxylase] phosphate; [Acetoyl-CoA carboxylase] phosphate	[Acetyl-carnitine carboxylase] phosphate; [Acetoyl-carnitine carboxylase] phosphate
C01291	3-(4-Methylpent-3-en-1-yl)pent-2-enedioyl-CoA; Isohexenyl-glutaconyl-CoA	3-(4-Methylpent-3-en-1-yl)pent-2-enedioyl-carnitine; Isohexenyl-glutaconyl-carnitine
C01794	Choloyl-CoA; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanoyl-CoA; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholan-24-one-CoA; Cholyl-CoA; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanyl-CoA; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholan-24-one-CoA	Choloyl-carnitine; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanoyl-carnitine; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholan-24-one-carnitine; Cholyl-carnitine; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanyl-carnitine; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholan-24-one-carnitine
C01832	Lauroyl-CoA; Lauroyl coenzyme A; Dodecanoyl-CoA; Lauryl-CoA; Lauroyl coenzyme A; Dodecanyl-CoA	Lauroyl-carnitine; Lauroyl carnitine; Dodecanoyl-carnitine; Lauryl-carnitine; Lauroyl carnitine; Dodecanyl-carnitine
C01894	Biotinyl-CoA; Biotinoyl-CoA	Biotinyl-carnitine; Biotinoyl-carnitine
C01920	Geranoyl-CoA; cis-Geranyl-CoA	Geranoyl-carnitine; cis-Geranyl-carnitine
C01942	Nonanoyl-CoA; Nonanyl-CoA	Nonanoyl-carnitine; Nonanyl-carnitine
C01944	Octanoyl-CoA; Octanyl-CoA	Octanoyl-carnitine; Octanyl-carnitine
C02015	CoA-disulfide	carnitine-disulfide
C02030	Farnesoyl-CoA; Farnesyl-CoA	Farnesoyl-carnitine; Farnesyl-carnitine
C02041	Eicosanoyl-CoA; Icosanoyl-CoA; Arachidoyl-CoA; Eicosanyl-CoA; Icosanyl-CoA; Arachidyl-CoA	Eicosanoyl-carnitine; Icosanoyl-carnitine; Arachidoyl-carnitine; Eicosanyl-carnitine; Icosanyl-carnitine; Arachidyl-carnitine
C02050	Linoleoyl-CoA; (9Z,12Z)-Octadecadienoyl-CoA; Linoleyl-CoA; (9Z,12Z)-Octadecadienyl-CoA	Linoleoyl-carnitine; (9Z,12Z)-Octadecadienoyl-carnitine; Linoleyl-carnitine; (9Z,12Z)-Octadecadienyl-carnitine
C02060	Phytanoyl-CoA; Phytanyl-CoA	Phytanoyl-carnitine; Phytanyl-carnitine
C02232	3-Oxoadipyl-CoA; beta-Ketoadipyl-CoA; 3-Oxoadipoyl-CoA; beta-Ketoadipoyl-CoA	3-Oxoadipyl-carnitine; beta-Ketoadipyl-carnitine; 3-Oxoadipoyl-carnitine; beta-Ketoadipoyl-carnitine
C02247	Anthraniloyl-CoA; 2-Aminobenzoyl-CoA; Anthranilyl-CoA; 2-Aminobenzyl-CoA	Anthraniloyl-carnitine; 2-Aminobenzoyl-carnitine; Anthranilyl-carnitine; 2-Aminobenzyl-carnitine
C02249	Arachidonyl-CoA; Arachidonoyl-CoA; (5Z,8Z,11Z,14Z)-Icosatetraenoyl-CoA	Arachidonyl-carnitine; Arachidonoyl-carnitine; (5Z,8Z,11Z,14Z)-Icosatetraenoyl-carnitine
C02331	Vinylacetyl-CoA; 3-Butenoyl-CoA; But-3-enoyl-CoA	Vinylacetyl-carnitine; 3-Butenoyl-carnitine; But-3-enoyl-carnitine
C02335	beta-Alanyl-CoA; beta-Alanoyl-CoA	beta-Alanyl-carnitine; beta-Alanoyl-carnitine
C02411	Glutaconyl-1-CoA; 4-Carboxybut-2-enoyl-CoA; Glutaconyl-CoA; (E)-Glutaconyl-CoA; (2E)-4-Carboxybut-2-enoyl-CoA	Glutaconyl-1-carnitine; 4-Carboxybut-2-enoyl-carnitine; Glutaconyl-carnitine; (E)-Glutaconyl-carnitine; (2E)-4-Carboxybut-2-enoyl-carnitine
C02451	Pent-2-enoyl-CoA; Pent-2-enyl-CoA	Pent-2-enoyl-carnitine; Pent-2-enyl-carnitine
C02557	Methylmalonyl-CoA; Methylmalonyl coenzyme A; 2-Methylmalonyl-CoA; Methylmalonoyl-CoA; Methylmalonyl coenzyme A; 2-Methylmalonoyl-CoA	Methylmalonyl-carnitine; Methylmalonyl carnitine; 2-Methylmalonyl-carnitine; Methylmalonoyl-carnitine; Methylmalonyl carnitine; 2-Methylmalonoyl-carnitine
C02577	Phenoxyacetyl-CoA; Phenoxyacetoyl-CoA	Phenoxyacetyl-carnitine; Phenoxyacetoyl-carnitine
C02593	Tetradecanoyl-CoA; Myristoyl-CoA; Tetradecanyl-CoA; Myristyl-CoA	Tetradecanoyl-carnitine; Myristoyl-carnitine; Tetradecanyl-carnitine; Myristyl-carnitine
C02611	(E,E)-Piperoyl-CoA; (E,E)-Piperyl-CoA	(E,E)-Piperoyl-carnitine; (E,E)-Piperyl-carnitine
C02784	2-Fluorobenzoyl-CoA; 2-Fluorobenzyl-CoA	2-Fluorobenzoyl-carnitine; 2-Fluorobenzyl-carnitine
C02792	3-Fluorobenzoyl-CoA; 3-Fluorobenzyl-CoA	3-Fluorobenzoyl-carnitine; 3-Fluorobenzyl-carnitine
C02801	4-Aminobutanoyl-CoA; 4-Aminobutanyl-CoA	4-Aminobutanoyl-carnitine; 4-Aminobutanyl-carnitine
C02802	4-Fluorobenzoyl-CoA; 4-Fluorobenzyl-CoA	4-Fluorobenzoyl-carnitine; 4-Fluorobenzyl-carnitine
C02843	Long-chain acyl-CoA; Long-chain-fatty acyl-CoA; Long-chain acoyl-CoA; Long-chain-fatty acoyl-CoA	Long-chain acyl-carnitine; Long-chain-fatty acyl-carnitine; Long-chain acoyl-carnitine; Long-chain-fatty acoyl-carnitine
C02939	3-Methylbutanoyl-CoA; Isovaleryl-CoA	3-Methylbutanoyl-carnitine; Isovaleryl-carnitine
C02944	3-cis-Dodecenoyl-CoA; 3-cis-Dodecenoyl coenzyme A; (3Z)-Dodecenoyl-CoA; (3Z)-Dodec-3-enoyl-CoA; 3-cis-Dodecenyl-CoA; 3-cis-Dodecenoyl coenzyme A; (3Z)-Dodecenyl-CoA; (3Z)-Dodec-3-enyl-CoA	3-cis-Dodecenoyl-carnitine; 3-cis-Dodecenoyl carnitine; (3Z)-Dodecenoyl-carnitine; (3Z)-Dodec-3-enoyl-carnitine; 3-cis-Dodecenyl-carnitine; 3-cis-Dodecenoyl carnitine; (3Z)-Dodecenyl-carnitine; (3Z)-Dodec-3-enyl-carnitine
C02949	4-Hydroxybenzoyl-CoA; 4-Hydroxybenzyl-CoA	4-Hydroxybenzoyl-carnitine; 4-Hydroxybenzyl-carnitine
C03035	gamma-Linolenoyl-CoA; (6Z,9Z,12Z)-Octadecatrienoyl-CoA; gamma-Linolenyl-CoA; (6Z,9Z,12Z)-Octadecatrienyl-CoA	gamma-Linolenoyl-carnitine; (6Z,9Z,12Z)-Octadecatrienoyl-carnitine; gamma-Linolenyl-carnitine; (6Z,9Z,12Z)-Octadecatrienyl-carnitine
C03058	2-Hydroxyglutaryl-CoA; 2-Hydroxyglutaroyl-CoA	2-Hydroxyglutaryl-carnitine; 2-Hydroxyglutaroyl-carnitine
C03069	3-Methylcrotonyl-CoA; 3-Methylbut-2-enoyl-CoA; 3-Methylcrotonoyl-CoA; Dimethylacryloyl-CoA	3-Methylcrotonyl-carnitine; 3-Methylbut-2-enoyl-carnitine; 3-Methylcrotonoyl-carnitine; Dimethylacryloyl-carnitine
C03160	2-Succinylbenzoyl-CoA; o-Succinylbenzoyl-CoA; Succinylbenzoyl-CoA; 4-(2-Carboxyphenyl)-4-oxobutanoyl-CoA; 2-Succinylbenzyl-CoA; o-Succinylbenzyl-CoA; Succinylbenzyl-CoA; 4-(2-Carboxyphenyl)-4-oxobutanyl-CoA	2-Succinylbenzoyl-carnitine; o-Succinylbenzoyl-carnitine; Succinylbenzoyl-carnitine; 4-(2-Carboxyphenyl)-4-oxobutanoyl-carnitine; 2-Succinylbenzyl-carnitine; o-Succinylbenzyl-carnitine; Succinylbenzyl-carnitine; 4-(2-Carboxyphenyl)-4-oxobutanyl-carnitine
C03188	omega-Carboxyacyl-CoA; omega-Carboxyacoyl-CoA	omega-Carboxyacyl-carnitine; omega-Carboxyacoyl-carnitine
C03221	2-trans-Dodecenoyl-CoA; (2E)-Dodec-2-enoyl-CoA; (2E)-Dodecenoyl-CoA; 2-trans-Dodecenyl-CoA; (2E)-Dodec-2-enyl-CoA; (2E)-Dodecenyl-CoA	2-trans-Dodecenoyl-carnitine; (2E)-Dodec-2-enoyl-carnitine; (2E)-Dodecenoyl-carnitine; 2-trans-Dodecenyl-carnitine; (2E)-Dodec-2-enyl-carnitine; (2E)-Dodecenyl-carnitine
C03231	3-Methylglutaconyl-CoA; trans-3-Methylglutaconyl-CoA; (E)-3-Methylglutaconyl-1-CoA; 3-Methylglutaconoyl-CoA; trans-3-Methylglutaconoyl-CoA; (E)-3-Methylglutaconyl-1-CoA	3-Methylglutaconyl-carnitine; trans-3-Methylglutaconyl-carnitine; (E)-3-Methylglutaconyl-1-carnitine; 3-Methylglutaconoyl-carnitine; trans-3-Methylglutaconoyl-carnitine; (E)-3-Methylglutaconyl-1-carnitine
C03237	5-Hydroxypentanoyl-CoA; 5-Hydroxypentanyl-CoA	5-Hydroxypentanoyl-carnitine; 5-Hydroxypentanyl-carnitine
C03344	2-Methylacetoacetyl-CoA; 2-Methyl-3-acetoacetyl-CoA; 2-Methylacetoacetoyl-CoA; 2-Methyl-3-acetoacetoyl-CoA	2-Methylacetoacetyl-carnitine; 2-Methyl-3-acetoacetyl-carnitine; 2-Methylacetoacetoyl-carnitine; 2-Methyl-3-acetoacetoyl-carnitine
C03345	2-Methylbut-2-enoyl-CoA; trans-2-Methylbut-2-enoyl-CoA; (E)-2-Methylbut-2-enoyl-CoA; Tiglyl-CoA; (E)-2-Methylcrotonoyl-CoA; Methylcrotonoyl-CoA; Methylcrotonyl-CoA; Tigloyl-CoA; 2-Methylcrotanoyl-CoA	2-Methylbut-2-enoyl-carnitine; trans-2-Methylbut-2-enoyl-carnitine; (E)-2-Methylbut-2-enoyl-carnitine; Tiglyl-carnitine; (E)-2-Methylcrotonoyl-carnitine; Methylcrotonoyl-carnitine; Methylcrotonyl-carnitine; Tigloyl-carnitine; 2-Methylcrotanoyl-carnitine
C03357	4-Acetamidobutanoyl-CoA; 4-Acetamidobutanyl-CoA	4-Acetamidobutanoyl-carnitine; 4-Acetamidobutanyl-carnitine
C03460	2-Methylprop-2-enoyl-CoA; Methacrylyl-CoA; Methylacrylyl-CoA	2-Methylprop-2-enoyl-carnitine; Methacrylyl-carnitine; Methylacrylyl-carnitine
C03466	3-Methylbut-3-enoyl-CoA; 3-Methyl-vinylacetyl-CoA	3-Methylbut-3-enoyl-carnitine; 3-Methyl-vinylacetyl-carnitine
C03561	(R)-3-Hydroxybutanoyl-CoA; (3R)-3-Hydroxybutanoyl-CoA; (R)-3-Hydroxybutanyl-CoA; (3R)-3-Hydroxybutanyl-CoA	(R)-3-Hydroxybutanoyl-carnitine; (3R)-3-Hydroxybutanoyl-carnitine; (R)-3-Hydroxybutanyl-carnitine; (3R)-3-Hydroxybutanyl-carnitine
