KEGG_ID	CoA_names	carnitine_names
C20321	[(2R)-3,3,4-Trimethyl-6-oxo-3,6-dihydro-1H-pyran-2-yl]acetyl-CoA; [(2R)-3,3,4-Trimethyl-6-oxo-3,6-dihydro-1H-pyran-2-yl]acetoyl-CoA	[(2R)-3,3,4-Trimethyl-6-oxo-3,6-dihydro-1H-pyran-2-yl]acetyl-carnitine; [(2R)-3,3,4-Trimethyl-6-oxo-3,6-dihydro-1H-pyran-2-yl]acetoyl-carnitine
C20394	2-Hydroxybenzoyl-CoA; Salicoyl-CoA; 2-Hydroxybenzyl-CoA; Salicyl-CoA	2-Hydroxybenzoyl-carnitine; Salicoyl-carnitine; 2-Hydroxybenzyl-carnitine; Salicyl-carnitine
C20413	3,5,7-Trioxododecanoyl-CoA; 3,5,7-Trioxododecanyl-CoA	3,5,7-Trioxododecanoyl-carnitine; 3,5,7-Trioxododecanyl-carnitine
C20447	2-Oxoglutaryl-CoA; 2-Oxoglutaroyl-CoA	2-Oxoglutaryl-carnitine; 2-Oxoglutaroyl-carnitine
C20675	Short-chain acyl-CoA; Short-chain acoyl-CoA	Short-chain acyl-carnitine; Short-chain acoyl-carnitine
C20676	Short-chain trans-2,3-dehydroacyl-CoA; Short-chain trans-2,3-dehydroacoyl-CoA	Short-chain trans-2,3-dehydroacyl-carnitine; Short-chain trans-2,3-dehydroacoyl-carnitine
C20746	(3R)-Citramalyl-CoA; D-Citramalyl-CoA; (R)-Citramalyl-CoA; (3R)-Citramaloyl-CoA; D-Citramaloyl-CoA; (R)-Citramaloyl-CoA	(3R)-Citramalyl-carnitine; D-Citramalyl-carnitine; (R)-Citramalyl-carnitine; (3R)-Citramaloyl-carnitine; D-Citramaloyl-carnitine; (R)-Citramaloyl-carnitine
C20747	(R)-Malyl-CoA; (3R)-3-Carboxy-3-hydroxypropanoyl-CoA	(R)-Malyl-carnitine; (3R)-3-Carboxy-3-hydroxypropanoyl-carnitine
C20748	(E)-4-(Trimethylammonio)but-2-enoyl-CoA; Crotonobetainyl-CoA	(E)-4-(Trimethylammonio)but-2-enoyl-carnitine; Crotonobetainyl-carnitine
C20749	4-Trimethylammoniobutanoyl-CoA; gamma-Butyrobetainyl-CoA	4-Trimethylammoniobutanoyl-carnitine; gamma-Butyrobetainyl-carnitine
C20750	L-Carnitinyl-CoA; L-Carnitinoyl-CoA	L-Carnitinyl-carnitine; L-Carnitinoyl-carnitine
C20838	3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA; HIP-CoA; 3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanyl-CoA; HIP-CoA	3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-carnitine; HIP-carnitine; 3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanyl-carnitine; HIP-carnitine
C20840	(25S)-3-Oxocholest-4-en-26-oyl-CoA; (25S)-3-Oxocholest-4-en-26-yl-CoA	(25S)-3-Oxocholest-4-en-26-oyl-carnitine; (25S)-3-Oxocholest-4-en-26-yl-carnitine
C20842	2-Hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA; 2-Hydroxy-7-methoxy-5-methyl-1-naphthyl-CoA	2-Hydroxy-7-methoxy-5-methyl-1-naphthoyl-carnitine; 2-Hydroxy-7-methoxy-5-methyl-1-naphthyl-carnitine
C20870	3-(Methylthio)propanoyl-CoA; 3-(Methylsulfanyl)propanoyl-CoA; 3-(Methylthio)propanyl-CoA; 3-(Methylsulfanyl)propanyl-CoA	3-(Methylthio)propanoyl-carnitine; 3-(Methylsulfanyl)propanoyl-carnitine; 3-(Methylthio)propanyl-carnitine; 3-(Methylsulfanyl)propanyl-carnitine
C20876	Very-long-chain acyl-CoA; Very-long-chain acoyl-CoA	Very-long-chain acyl-carnitine; Very-long-chain acoyl-carnitine
C20877	Very-long-chain 3-oxoacyl-CoA; Very-long-chain 3-oxoacoyl-CoA	Very-long-chain 3-oxoacyl-carnitine; Very-long-chain 3-oxoacoyl-carnitine
C20878	Very-long-chain (3R)-3-hydroxyacyl-CoA; Very-long-chain (3R)-3-hydroxyacoyl-CoA	Very-long-chain (3R)-3-hydroxyacyl-carnitine; Very-long-chain (3R)-3-hydroxyacoyl-carnitine
C20879	Very-long-chain trans-2,3-dehydroacyl-CoA; Very-long-chain trans-2,3-dehydroacoyl-CoA	Very-long-chain trans-2,3-dehydroacyl-carnitine; Very-long-chain trans-2,3-dehydroacoyl-carnitine
C20947	(Z)-Icos-5-enoyl-CoA; (Z)-Icos-5-enyl-CoA	(Z)-Icos-5-enoyl-carnitine; (Z)-Icos-5-enyl-carnitine
C20955	3-(Methylthio)acryloyl-CoA; Methylthioacryloyl-CoA; 3-(Methylsulfanyl)acryloyl-CoA; 3-(Methylthio)acrylyl-CoA; Methylthioacrylyl-CoA; 3-(Methylsulfanyl)acrylyl-CoA	3-(Methylthio)acryloyl-carnitine; Methylthioacryloyl-carnitine; 3-(Methylsulfanyl)acryloyl-carnitine; 3-(Methylthio)acrylyl-carnitine; Methylthioacrylyl-carnitine; 3-(Methylsulfanyl)acrylyl-carnitine
C20968	3-Hydroxy-3-(methylthio)propanoyl-CoA; 3-Hydroxy-3-(methylsulfanyl)propanoyl-CoA; 3-Hydroxy-3-(methylthio)propanyl-CoA; 3-Hydroxy-3-(methylsulfanyl)propanyl-CoA	3-Hydroxy-3-(methylthio)propanoyl-carnitine; 3-Hydroxy-3-(methylsulfanyl)propanoyl-carnitine; 3-Hydroxy-3-(methylthio)propanyl-carnitine; 3-Hydroxy-3-(methylsulfanyl)propanyl-carnitine
C20987	3-Sulfinopropanoyl-CoA; 3-Sulfinopropanyl-CoA	3-Sulfinopropanoyl-carnitine; 3-Sulfinopropanyl-carnitine
C20996	(14E)-Hexadec-14-enoyl-CoA; (14E)-Hexadec-14-enyl-CoA	(14E)-Hexadec-14-enoyl-carnitine; (14E)-Hexadec-14-enyl-carnitine
C20997	(14Z)-Hexadec-14-enoyl-CoA; (14Z)-Hexadec-14-enyl-CoA	(14Z)-Hexadec-14-enoyl-carnitine; (14Z)-Hexadec-14-enyl-carnitine
C20998	(11Z)-Hexadec-11-enoyl-CoA; (11Z)-Hexadec-11-enyl-CoA	(11Z)-Hexadec-11-enoyl-carnitine; (11Z)-Hexadec-11-enyl-carnitine
C20999	(10E,12Z)-Hexadeca-10,12-dienoyl-CoA; (10E,12Z)-Hexadeca-10,12-dienyl-CoA	(10E,12Z)-Hexadeca-10,12-dienoyl-carnitine; (10E,12Z)-Hexadeca-10,12-dienyl-carnitine
C21000	(9Z,12Z)-Hexadeca-9,12-dienoyl-CoA; (9Z,12Z)-Hexadeca-9,12-dienyl-CoA	(9Z,12Z)-Hexadeca-9,12-dienoyl-carnitine; (9Z,12Z)-Hexadeca-9,12-dienyl-carnitine
C21005	18-Hydroxyoleoyl-CoA; 18-Hydroxyoleyl-CoA	18-Hydroxyoleoyl-carnitine; 18-Hydroxyoleyl-carnitine
C21006	18-Hydroxylinoleoyl-CoA; 18-Hydroxylinoleyl-CoA	18-Hydroxylinoleoyl-carnitine; 18-Hydroxylinoleyl-carnitine
C21072	Palmitoleoyl-CoA; (9Z)-Hexadec-9-enoyl-CoA; (9Z)-Hexadecenoyl-CoA; 9Z-Hexadecenoyl-CoA; Palmitoleyl-CoA; (9Z)-Hexadec-9-enyl-CoA; (9Z)-Hexadecenyl-CoA; 9Z-Hexadecenyl-CoA	Palmitoleoyl-carnitine; (9Z)-Hexadec-9-enoyl-carnitine; (9Z)-Hexadecenoyl-carnitine; 9Z-Hexadecenoyl-carnitine; Palmitoleyl-carnitine; (9Z)-Hexadec-9-enyl-carnitine; (9Z)-Hexadecenyl-carnitine; 9Z-Hexadecenyl-carnitine
C21081	Gentisyl-CoA; 2,5-Dihydroxybenzoyl-CoA	Gentisyl-carnitine; 2,5-Dihydroxybenzoyl-carnitine
C21082	(5Z,11Z,14Z)-Icosa-5,11,14-trienoyl-CoA; (5Z,11Z,14Z)-Icosa-5,11,14-trienyl-CoA	(5Z,11Z,14Z)-Icosa-5,11,14-trienoyl-carnitine; (5Z,11Z,14Z)-Icosa-5,11,14-trienyl-carnitine
C21083	(5Z,11Z,14Z,17Z)-Icosa-5,11,14,17-tetraenoyl-CoA; (5Z,11Z,14Z,17Z)-Icosa-5,11,14,17-tetraenyl-CoA	(5Z,11Z,14Z,17Z)-Icosa-5,11,14,17-tetraenoyl-carnitine; (5Z,11Z,14Z,17Z)-Icosa-5,11,14,17-tetraenyl-carnitine
C21089	(R)-2-Hydroxyisocaproyl-CoA; (R)-2-Hydroxy-4-methylpentanoyl-CoA; (R)-2-Hydroxyisocapryl-CoA; (R)-2-Hydroxy-4-methylpentanyl-CoA	(R)-2-Hydroxyisocaproyl-carnitine; (R)-2-Hydroxy-4-methylpentanoyl-carnitine; (R)-2-Hydroxyisocapryl-carnitine; (R)-2-Hydroxy-4-methylpentanyl-carnitine
C21090	Isocaprenoyl-CoA; (E)-2-Isocaprenoyl-CoA; 4-Methylpent-2-enoyl-CoA; Isocaprenyl-CoA; (E)-2-Isocaprenyl-CoA; 4-Methylpent-2-enyl-CoA	Isocaprenoyl-carnitine; (E)-2-Isocaprenoyl-carnitine; 4-Methylpent-2-enoyl-carnitine; Isocaprenyl-carnitine; (E)-2-Isocaprenyl-carnitine; 4-Methylpent-2-enyl-carnitine
C21175	Dihydrocaffeoyl-CoA; 3-(3,4-Dihydroxyphenyl)propanoyl-CoA; Hydrocaffeyl-CoA	Dihydrocaffeoyl-carnitine; 3-(3,4-Dihydroxyphenyl)propanoyl-carnitine; Hydrocaffeyl-carnitine
C21287	2-Hydroxyisobutanoyl-CoA; 2-Hydroxy-2-methylpropanoyl-CoA; 2-Hydroxyisobutanyl-CoA; 2-Hydroxy-2-methylpropanyl-CoA	2-Hydroxyisobutanoyl-carnitine; 2-Hydroxy-2-methylpropanoyl-carnitine; 2-Hydroxyisobutanyl-carnitine; 2-Hydroxy-2-methylpropanyl-carnitine
C21312	6-Methylsalicylyl-CoA; 6-Methylsalicyloyl-CoA	6-Methylsalicylyl-carnitine; 6-Methylsalicyloyl-carnitine
C21313	3,6-Dimethylsalicylyl-CoA; 3,6-Dimethylsalicyloyl-CoA	3,6-Dimethylsalicylyl-carnitine; 3,6-Dimethylsalicyloyl-carnitine
C21324	3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA; 3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthyl-CoA	3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-carnitine; 3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthyl-carnitine
C21400	Isocaproyl-CoA; 4-Methylpentanoyl-CoA; Isocapryl-CoA; 4-Methylpentanyl-CoA	Isocaproyl-carnitine; 4-Methylpentanoyl-carnitine; Isocapryl-carnitine; 4-Methylpentanyl-carnitine
C21449	Lithocholoyl-CoA; Lithocholyl-CoA	Lithocholoyl-carnitine; Lithocholyl-carnitine
C21452	(2-Aminobenzoyl)acetyl-CoA; 2-Aminobenzoylacetyl-CoA; (2-Aminobenzoyl)acetoyl-CoA; 2-Aminobenzoylacetoyl-CoA	(2-Aminobenzoyl)acetyl-carnitine; 2-Aminobenzoylacetyl-carnitine; (2-Aminobenzoyl)acetoyl-carnitine; 2-Aminobenzoylacetoyl-carnitine
C21459	6-Hydroxyferuloyl-CoA; 6-Hydroxyferulyl-CoA	6-Hydroxyferuloyl-carnitine; 6-Hydroxyferulyl-carnitine
C21469	7alpha,12alpha-Dihydroxy-3-oxochol-4-en-24-oyl-CoA; 7alpha,12alpha-Dihydroxy-3-oxochol-4-en-24-yl-CoA	7alpha,12alpha-Dihydroxy-3-oxochol-4-en-24-oyl-carnitine; 7alpha,12alpha-Dihydroxy-3-oxochol-4-en-24-yl-carnitine
C21470	12alpha-Hydroxy-3-oxochola-4,6-dien-24-oyl-CoA; 12alpha-Hydroxy-3-oxochola-4,6-dien-24-yl-CoA	12alpha-Hydroxy-3-oxochola-4,6-dien-24-oyl-carnitine; 12alpha-Hydroxy-3-oxochola-4,6-dien-24-yl-carnitine
C21471	7alpha-Hydroxy-3-oxochol-4-en-24-oyl-CoA; 3-Oxo-Delta4-chenodeoxycholyl-CoA	7alpha-Hydroxy-3-oxochol-4-en-24-oyl-carnitine; 3-Oxo-Delta4-chenodeoxycholyl-carnitine
C21472	3-Oxochola-4,6-dien-24-oyl-CoA; 3-Oxo-Delta4,6-lithocholyl-CoA	3-Oxochola-4,6-dien-24-oyl-carnitine; 3-Oxo-Delta4,6-lithocholyl-carnitine
C21528	(9Z,12Z)-Hexadeca-9,12,15-trienoyl-CoA; (9Z,12Z)-Hexadeca-9,12,15-trienyl-CoA	(9Z,12Z)-Hexadeca-9,12,15-trienoyl-carnitine; (9Z,12Z)-Hexadeca-9,12,15-trienyl-carnitine
C21772	L-Firefly luciferyl-CoA; L-Firefly luciferoyl-CoA	L-Firefly luciferyl-carnitine; L-Firefly luciferoyl-carnitine
C21905	3-Oxocholan-24-oyl-CoA; 3-Oxocholan-24-yl-CoA	3-Oxocholan-24-oyl-carnitine; 3-Oxocholan-24-yl-carnitine
C21906	3-Oxochol-4-en-24-oyl-CoA; 3-Oxochol-4-en-24-yl-CoA	3-Oxochol-4-en-24-oyl-carnitine; 3-Oxochol-4-en-24-yl-carnitine
C21907	12alpha-Hydroxy-3-oxocholan-24-oyl-CoA; 12alpha-Hydroxy-3-oxocholan-24-yl-CoA	12alpha-Hydroxy-3-oxocholan-24-oyl-carnitine; 12alpha-Hydroxy-3-oxocholan-24-yl-carnitine
C21908	12alpha-Hydroxy-3-oxochol-4-en-24-oyl-CoA; 12alpha-Hydroxy-3-oxochol-4-en-24-yl-CoA	12alpha-Hydroxy-3-oxochol-4-en-24-oyl-carnitine; 12alpha-Hydroxy-3-oxochol-4-en-24-yl-carnitine
C21909	7alpha-Hydroxy-3-oxochol-24-oyl-CoA; 3-Oxochenodeoxycholoyl-CoA; 7alpha-Hydroxy-3-oxochol-24-yl-CoA; 3-Oxochenodeoxycholyl-CoA	7alpha-Hydroxy-3-oxochol-24-oyl-carnitine; 3-Oxochenodeoxycholoyl-carnitine; 7alpha-Hydroxy-3-oxochol-24-yl-carnitine; 3-Oxochenodeoxycholyl-carnitine
C21910	7alpha,12alpha-Dihydroxy-3-oxochol-24-oyl-CoA; 3-Oxocholoyl-CoA; 7alpha,12alpha-Dihydroxy-3-oxochol-24-yl-CoA; 3-Oxocholyl-CoA	7alpha,12alpha-Dihydroxy-3-oxochol-24-oyl-carnitine; 3-Oxocholoyl-carnitine; 7alpha,12alpha-Dihydroxy-3-oxochol-24-yl-carnitine; 3-Oxocholyl-carnitine
C21911	7beta-Hydroxy-3-oxochol-24-oyl-CoA; 7beta-Hydroxy-3-oxochol-24-yl-CoA	7beta-Hydroxy-3-oxochol-24-oyl-carnitine; 7beta-Hydroxy-3-oxochol-24-yl-carnitine
C21912	7beta-Hydroxy-3-oxochol-4-en-24-oyl-CoA; 7beta-Hydroxy-3-oxochol-4-en-24-yl-CoA	7beta-Hydroxy-3-oxochol-4-en-24-oyl-carnitine; 7beta-Hydroxy-3-oxochol-4-en-24-yl-carnitine
C21913	Dihydro-4-coumaroyl-CoA; Dihydro-4-coumaryl-CoA	Dihydro-4-coumaroyl-carnitine; Dihydro-4-coumaryl-carnitine
C21914	Dihydroferuloyl-CoA; Dihydroferulyl-CoA	Dihydroferuloyl-carnitine; Dihydroferulyl-carnitine
C21926	Medium-chain acyl-CoA; Medium-chain acoyl-CoA	Medium-chain acyl-carnitine; Medium-chain acoyl-carnitine
C21932	Cerotoyl-CoA; Hexacosanoyl-CoA; Cerotyl-CoA; Hexacosanyl-CoA	Cerotoyl-carnitine; Hexacosanoyl-carnitine; Cerotyl-carnitine; Hexacosanyl-carnitine
C21934	Montanoyl-CoA; Octacosanoyl-CoA; Montanyl-CoA; Octacosanyl-CoA	Montanoyl-carnitine; Octacosanoyl-carnitine; Montanyl-carnitine; Octacosanyl-carnitine
C21935	(6Z,9Z)-Octadecadienoyl-CoA; 6Z,9Z-Octadecadienoyl-CoA; (6Z,9Z)-Octadecadienyl-CoA; 6Z,9Z-Octadecadienyl-CoA	(6Z,9Z)-Octadecadienoyl-carnitine; 6Z,9Z-Octadecadienoyl-carnitine; (6Z,9Z)-Octadecadienyl-carnitine; 6Z,9Z-Octadecadienyl-carnitine
C21937	(8Z,11Z)-Icosadienoyl-CoA; (8Z,11Z)-Eicosadienoyl-CoA; 8Z,11Z-Eicosadienoyl-CoA; (8Z,11Z)-Icosadienyl-CoA; (8Z,11Z)-Eicosadienyl-CoA; 8Z,11Z-Eicosadienyl-CoA	(8Z,11Z)-Icosadienoyl-carnitine; (8Z,11Z)-Eicosadienoyl-carnitine; 8Z,11Z-Eicosadienoyl-carnitine; (8Z,11Z)-Icosadienyl-carnitine; (8Z,11Z)-Eicosadienyl-carnitine; 8Z,11Z-Eicosadienyl-carnitine
C21939	(5Z,8Z,11Z)-Icosatrienoyl-CoA; (5Z,8Z,11Z)-Eicosatrienoyl-CoA; 5Z,8Z,11Z-Eicosatrienoyl-CoA; (5Z,8Z,11Z)-Icosatrienyl-CoA; (5Z,8Z,11Z)-Eicosatrienyl-CoA; 5Z,8Z,11Z-Eicosatrienyl-CoA	(5Z,8Z,11Z)-Icosatrienoyl-carnitine; (5Z,8Z,11Z)-Eicosatrienoyl-carnitine; 5Z,8Z,11Z-Eicosatrienoyl-carnitine; (5Z,8Z,11Z)-Icosatrienyl-carnitine; (5Z,8Z,11Z)-Eicosatrienyl-carnitine; 5Z,8Z,11Z-Eicosatrienyl-carnitine
C21941	(7Z,10Z,13Z)-Docosatrienoyl-CoA; (7Z,10Z,13Z)-Docosatrienyl-CoA	(7Z,10Z,13Z)-Docosatrienoyl-carnitine; (7Z,10Z,13Z)-Docosatrienyl-carnitine
C21943	Sapienoyl-CoA; (6Z)-Hexadecenoyl-CoA; Sapienyl-CoA; (6Z)-Hexadecenyl-CoA	Sapienoyl-carnitine; (6Z)-Hexadecenoyl-carnitine; Sapienyl-carnitine; (6Z)-Hexadecenyl-carnitine
C21945	cis-Vaccenoyl-CoA; (11Z)-Octadecenoyl-CoA; cis-Vaccenyl-CoA; (11Z)-Octadecenyl-CoA	cis-Vaccenoyl-carnitine; (11Z)-Octadecenoyl-carnitine; cis-Vaccenyl-carnitine; (11Z)-Octadecenyl-carnitine
C21947	Paullinoyl-CoA; (13Z)-Icosenoyl-CoA; (13Z)-Eicosenoyl-CoA; Paullinyl-CoA; (13Z)-Icosenyl-CoA; (13Z)-Eicosenyl-CoA	Paullinoyl-carnitine; (13Z)-Icosenoyl-carnitine; (13Z)-Eicosenoyl-carnitine; Paullinyl-carnitine; (13Z)-Icosenyl-carnitine; (13Z)-Eicosenyl-carnitine
C21949	(11Z,14Z,17Z,20Z,23Z)-Hexacosapentaenoyl-CoA; (11Z,14Z,17Z,20Z,23Z)-Hexacosapentaenyl-CoA	(11Z,14Z,17Z,20Z,23Z)-Hexacosapentaenoyl-carnitine; (11Z,14Z,17Z,20Z,23Z)-Hexacosapentaenyl-carnitine
C21951	(13Z,16Z,19Z,22Z,25Z)-Octacosapentaenoyl-CoA; (13Z,16Z,19Z,22Z,25Z)-Octacosapentaenyl-CoA	(13Z,16Z,19Z,22Z,25Z)-Octacosapentaenoyl-carnitine; (13Z,16Z,19Z,22Z,25Z)-Octacosapentaenyl-carnitine
C21953	(8Z,11Z,14Z,17Z,20Z,23Z)-Hexacosahexaenoyl-CoA; (8Z,11Z,14Z,17Z,20Z,23Z)-Hexacosahexaenyl-CoA	(8Z,11Z,14Z,17Z,20Z,23Z)-Hexacosahexaenoyl-carnitine; (8Z,11Z,14Z,17Z,20Z,23Z)-Hexacosahexaenyl-carnitine
C21959	(10Z,13Z,16Z,19Z,22Z,25Z)-Octacosahexaenoyl-CoA; (10Z,13Z,16Z,19Z,22Z,25Z)-Octacosahexaenyl-CoA	(10Z,13Z,16Z,19Z,22Z,25Z)-Octacosahexaenoyl-carnitine; (10Z,13Z,16Z,19Z,22Z,25Z)-Octacosahexaenyl-carnitine
C21961	(11Z,14Z,17Z,20Z)-Hexacosatetraenoyl-CoA; (11Z,14Z,17Z,20Z)-Hexacosatetraenyl-CoA	(11Z,14Z,17Z,20Z)-Hexacosatetraenoyl-carnitine; (11Z,14Z,17Z,20Z)-Hexacosatetraenyl-carnitine
C21963	(13Z,16Z,19Z,22Z)-Octacosatetraenoyl-CoA; (13Z,16Z,19Z,22Z)-Octacosatetraenyl-CoA	(13Z,16Z,19Z,22Z)-Octacosatetraenoyl-carnitine; (13Z,16Z,19Z,22Z)-Octacosatetraenyl-carnitine
C21965	(8Z,11Z,14Z,17Z,20Z)-Hexacosapentaenoyl-CoA; (8Z,11Z,14Z,17Z,20Z)-Hexacosapentaenyl-CoA	(8Z,11Z,14Z,17Z,20Z)-Hexacosapentaenoyl-carnitine; (8Z,11Z,14Z,17Z,20Z)-Hexacosapentaenyl-carnitine
C21967	(10Z,13Z,16Z,19Z,22Z)-Octacosapentaenoyl-CoA; (10Z,13Z,16Z,19Z,22Z)-Octacosapentaenyl-CoA	(10Z,13Z,16Z,19Z,22Z)-Octacosapentaenoyl-carnitine; (10Z,13Z,16Z,19Z,22Z)-Octacosapentaenyl-carnitine
C21981	(6Z,9Z)-Hexadecadienoyl-CoA; (6Z,9Z)-Hexadecadienyl-CoA	(6Z,9Z)-Hexadecadienoyl-carnitine; (6Z,9Z)-Hexadecadienyl-carnitine
C22062	Mycolipenoyl-CoA; Mycolipenyl-CoA	Mycolipenoyl-carnitine; Mycolipenyl-carnitine
C22070	2,4-Dihydroxycinnamoyl-CoA; (2E)-3-(2,4-Dihydroxyphenyl)prop-2-enoyl-CoA; 2,4-Dihydroxycinnamyl-CoA; (2E)-3-(2,4-Dihydroxyphenyl)prop-2-enyl-CoA	2,4-Dihydroxycinnamoyl-carnitine; (2E)-3-(2,4-Dihydroxyphenyl)prop-2-enoyl-carnitine; 2,4-Dihydroxycinnamyl-carnitine; (2E)-3-(2,4-Dihydroxyphenyl)prop-2-enyl-carnitine
C22178	4-Nitrobenzoyl-CoA; 4-Nitrobenzyl-CoA	4-Nitrobenzoyl-carnitine; 4-Nitrobenzyl-carnitine
C22204	Isophthalyl-CoA; Isophthaloyl-CoA	Isophthalyl-carnitine; Isophthaloyl-carnitine
C22205	(R)-3-(4-Hydroxyphenyl)lactoyl-CoA; (R)-3-(4-Hydroxyphenyl)lactyl-CoA	(R)-3-(4-Hydroxyphenyl)lactoyl-carnitine; (R)-3-(4-Hydroxyphenyl)lactyl-carnitine
C22206	(R)-3-(Indol-3-yl)lactoyl-CoA; (R)-3-Indolelactyl-CoA	(R)-3-(Indol-3-yl)lactoyl-carnitine; (R)-3-Indolelactyl-carnitine
C22207	3-(Indol-3-yl)acryloyl-CoA; 3-(Indol-3-yl)acrylyl-CoA	3-(Indol-3-yl)acryloyl-carnitine; 3-(Indol-3-yl)acrylyl-carnitine
C22212	Marinoloyl-CoA; Marinolyl-CoA	Marinoloyl-carnitine; Marinolyl-carnitine
C22214	Pseudomonoyl-CoA; Pseudomonyl-CoA	Pseudomonoyl-carnitine; Pseudomonyl-carnitine
C22258	(2E,4Z)-2,4-Dienoyl-CoA; (2E,4Z)-2,4-Dienyl-CoA	(2E,4Z)-2,4-Dienoyl-carnitine; (2E,4Z)-2,4-Dienyl-carnitine
C22289	(6E)-8-Methylnon-6-enoyl-CoA; 8-Methylnon-6-enoyl-CoA; (6E)-8-Methylnon-6-enyl-CoA; 8-Methylnon-6-enyl-CoA	(6E)-8-Methylnon-6-enoyl-carnitine; 8-Methylnon-6-enoyl-carnitine; (6E)-8-Methylnon-6-enyl-carnitine; 8-Methylnon-6-enyl-carnitine
C22401	2-Hydroxy-3-methyl-fatty-acyl-CoA; 2-Hydroxy-3-methyl-fatty-acoyl-CoA	2-Hydroxy-3-methyl-fatty-acyl-carnitine; 2-Hydroxy-3-methyl-fatty-acoyl-carnitine
C22405	(2R)-2-Hydroxy-long-chain fatty acyl-CoA; (2R)-2-Hydroxy-long-chain fatty acoyl-CoA	(2R)-2-Hydroxy-long-chain fatty acyl-carnitine; (2R)-2-Hydroxy-long-chain fatty acoyl-carnitine
C22487	Benzylmalonyl-CoA; Benzylmalonoyl-CoA	Benzylmalonyl-carnitine; Benzylmalonoyl-carnitine
C22495	2-Phenylsuccinyl-CoA; 2-Phenylsuccinoyl-CoA	2-Phenylsuccinyl-carnitine; 2-Phenylsuccinoyl-carnitine
C22496	3-Phenylsuccinyl-CoA; 3-Phenylsuccinoyl-CoA	3-Phenylsuccinyl-carnitine; 3-Phenylsuccinoyl-carnitine
